en,fr,es,it
"""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre première partie de l'émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à tout de suite après une courte pub pour la suite de notre émission ! \nlN'oubliez pas, c'est une émission exclusive. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi prochain 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à mardi 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
"A bientôt !""","A bientôt !""","A bientôt !""","A bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge...","""Bonjour à toute et à tous ! Ici Coupinette Poketoonz en direct sur PokeTV. \nlNous avons une magnifique soirée qui nous attend à propos des mystères non résolu sur les \c[2]Pokemon\c[0].\nlDans un premier temps des aventuriers parle d'un monstre rouge..."
D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.,D'après certaines personnes un lac mystérieux \nlexiste à Bombance.
"Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   ","Il est très difficile à trouver et il est rempli de  \nl\c[2]Léviator\c[0], il vaut mieux faire attention !   "
Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  ,Apparement personne n'arrive à y retourner une \nldeuxième fois.  
"Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. ","Il y a même des personnes qui racontent avoir vu un \nlmonstre géant tout rouge au centre du lac, naviguant\nlparmi les autres \c[2]Léviators\c[0]. "
C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...,C'est assez suréaliste...
Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.,Et bien se sera tout pour cette fois ! Si vous voulez \nlun peu plus de détail croustillant n'hesitez pas à venir \nlnous voir à notre centre de radio de Souflopolis.
"C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !""","C'était Coupinette Poketoonz en direct sur PokeTV.\nlA bientôt !"""
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r],:[align=center]:\s[i]La télé est éteinte.\s[r]
\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r]
Les dragons légendaires !,Les dragons légendaires !,Les dragons légendaires !,Les dragons légendaires !
Les légendaire XYZ !,Les légendaire XYZ !,Les légendaire XYZ !,Les légendaire XYZ !
Non.,Non.,Non.,Non.
"""Les Dragons Légendaires sont composés de \c[2]Reshiram\c[0], \c[2]Zekrom\c[0] et \c[2]Kyurem\c[0], trois entités issues d’un seul et même être primordial.\nlAutrefois, un unique dragon incarnait l’équilibre parfait entre la Vérité et l’Idéal.\nlMais lors d’un conflit fraternel déchirant le royaume d’Unys, son cœur se brisa et son \nlcorps se scinda en trois.","""Les Dragons Légendaires sont composés de \c[2]Reshiram\c[0], \c[2]Zekrom\c[0] et \c[2]Kyurem\c[0], trois entités issues d’un seul et même être primordial.\nlAutrefois, un unique dragon incarnait l’équilibre parfait entre la Vérité et l’Idéal.\nlMais lors d’un conflit fraternel déchirant le royaume d’Unys, son cœur se brisa et son \nlcorps se scinda en trois.","""Les Dragons Légendaires sont composés de \c[2]Reshiram\c[0], \c[2]Zekrom\c[0] et \c[2]Kyurem\c[0], trois entités issues d’un seul et même être primordial.\nlAutrefois, un unique dragon incarnait l’équilibre parfait entre la Vérité et l’Idéal.\nlMais lors d’un conflit fraternel déchirant le royaume d’Unys, son cœur se brisa et son \nlcorps se scinda en trois.","""Les Dragons Légendaires sont composés de \c[2]Reshiram\c[0], \c[2]Zekrom\c[0] et \c[2]Kyurem\c[0], trois entités issues d’un seul et même être primordial.\nlAutrefois, un unique dragon incarnait l’équilibre parfait entre la Vérité et l’Idéal.\nlMais lors d’un conflit fraternel déchirant le royaume d’Unys, son cœur se brisa et son \nlcorps se scinda en trois."
"\c[2]Reshiram\c[0], flamme immaculée, consume le mensonge et éclaire le monde de sa lumière pure.\nl\c[2]Zekrom\c[0], orage crépitant, incarne la volonté de bâtir un futur guidé par la conviction et l’espoir.\nlQuant à \c[2]Kyurem\c[0], dépouillé de toute chaleur et de toute âme, il n’est plus qu’une coquille glaciale — le vestige du dragon originel, errant dans un vide de \nlglace et de silence.","\c[2]Reshiram\c[0], flamme immaculée, consume le mensonge et éclaire le monde de sa lumière pure.\nl\c[2]Zekrom\c[0], orage crépitant, incarne la volonté de bâtir un futur guidé par la conviction et l’espoir.\nlQuant à \c[2]Kyurem\c[0], dépouillé de toute chaleur et de toute âme, il n’est plus qu’une coquille glaciale — le vestige du dragon originel, errant dans un vide de \nlglace et de silence.","\c[2]Reshiram\c[0], flamme immaculée, consume le mensonge et éclaire le monde de sa lumière pure.\nl\c[2]Zekrom\c[0], orage crépitant, incarne la volonté de bâtir un futur guidé par la conviction et l’espoir.\nlQuant à \c[2]Kyurem\c[0], dépouillé de toute chaleur et de toute âme, il n’est plus qu’une coquille glaciale — le vestige du dragon originel, errant dans un vide de \nlglace et de silence.","\c[2]Reshiram\c[0], flamme immaculée, consume le mensonge et éclaire le monde de sa lumière pure.\nl\c[2]Zekrom\c[0], orage crépitant, incarne la volonté de bâtir un futur guidé par la conviction et l’espoir.\nlQuant à \c[2]Kyurem\c[0], dépouillé de toute chaleur et de toute âme, il n’est plus qu’une coquille glaciale — le vestige du dragon originel, errant dans un vide de \nlglace et de silence."
"Selon la légende d’Unys, seul un cœur pur peut rallumer la flamme de la vérité ou réveiller la foudre de l’idéal.\nlMais on murmure que, dans les profondeurs gelées de \nlla Grotte du Vestige, le souffle du dragon brisé sommeille encore…""","Selon la légende d’Unys, seul un cœur pur peut rallumer la flamme de la vérité ou réveiller la foudre de l’idéal.\nlMais on murmure que, dans les profondeurs gelées de \nlla Grotte du Vestige, le souffle du dragon brisé sommeille encore…""","Selon la légende d’Unys, seul un cœur pur peut rallumer la flamme de la vérité ou réveiller la foudre de l’idéal.\nlMais on murmure que, dans les profondeurs gelées de \nlla Grotte du Vestige, le souffle du dragon brisé sommeille encore…""","Selon la légende d’Unys, seul un cœur pur peut rallumer la flamme de la vérité ou réveiller la foudre de l’idéal.\nlMais on murmure que, dans les profondeurs gelées de \nlla Grotte du Vestige, le souffle du dragon brisé sommeille encore…"""
"""Les Légendaires XYZ sont composés de \c[2]Xerneas\c[0], \c[2]Yveltal\c[0] et \c[2]Zygarde\c[0], gardiens du cycle fondamental de l’existence.\nl\c[2]Xerneas\c[0], le Cerf de Vie, incarne la création et la renaissance.\nlSon cœur rayonne d’une énergie vitale capable de rendre la vie à ce qui fut détruit, faisant \nlrefleurir les terres dévastées.","""Les Légendaires XYZ sont composés de \c[2]Xerneas\c[0], \c[2]Yveltal\c[0] et \c[2]Zygarde\c[0], gardiens du cycle fondamental de l’existence.\nl\c[2]Xerneas\c[0], le Cerf de Vie, incarne la création et la renaissance.\nlSon cœur rayonne d’une énergie vitale capable de rendre la vie à ce qui fut détruit, faisant \nlrefleurir les terres dévastées.","""Les Légendaires XYZ sont composés de \c[2]Xerneas\c[0], \c[2]Yveltal\c[0] et \c[2]Zygarde\c[0], gardiens du cycle fondamental de l’existence.\nl\c[2]Xerneas\c[0], le Cerf de Vie, incarne la création et la renaissance.\nlSon cœur rayonne d’une énergie vitale capable de rendre la vie à ce qui fut détruit, faisant \nlrefleurir les terres dévastées.","""Les Légendaires XYZ sont composés de \c[2]Xerneas\c[0], \c[2]Yveltal\c[0] et \c[2]Zygarde\c[0], gardiens du cycle fondamental de l’existence.\nl\c[2]Xerneas\c[0], le Cerf de Vie, incarne la création et la renaissance.\nlSon cœur rayonne d’une énergie vitale capable de rendre la vie à ce qui fut détruit, faisant \nlrefleurir les terres dévastées."
"\c[2]Yveltal\c[0], l’Oiseau de Destruction, symbolise la fin inévitable.\nlLorsque son cycle s’achève, ses ailes obscures aspirent l’énergie du monde, plongeant toute \nlchose dans un sommeil éternel avant qu’il ne se pétrifie lui-même.","\c[2]Yveltal\c[0], l’Oiseau de Destruction, symbolise la fin inévitable.\nlLorsque son cycle s’achève, ses ailes obscures aspirent l’énergie du monde, plongeant toute \nlchose dans un sommeil éternel avant qu’il ne se pétrifie lui-même.","\c[2]Yveltal\c[0], l’Oiseau de Destruction, symbolise la fin inévitable.\nlLorsque son cycle s’achève, ses ailes obscures aspirent l’énergie du monde, plongeant toute \nlchose dans un sommeil éternel avant qu’il ne se pétrifie lui-même.","\c[2]Yveltal\c[0], l’Oiseau de Destruction, symbolise la fin inévitable.\nlLorsque son cycle s’achève, ses ailes obscures aspirent l’énergie du monde, plongeant toute \nlchose dans un sommeil éternel avant qu’il ne se pétrifie lui-même."
"Entre eux veille \c[2]Zygarde\c[0], le Dragon de l’Ordre, gardien silencieux de l’équilibre.\nlDispersé sous forme de cellules à travers toute la région de Kalos, il \nlobserve le monde et ne se manifeste qu’en cas de déséquilibre majeur.\nlLorsqu’il se dresse dans sa forme parfaite, il devient la volonté même de la Terre, \nlrétablissant la balance entre vie et destruction.","Entre eux veille \c[2]Zygarde\c[0], le Dragon de l’Ordre, gardien silencieux de l’équilibre.\nlDispersé sous forme de cellules à travers toute la région de Kalos, il \nlobserve le monde et ne se manifeste qu’en cas de déséquilibre majeur.\nlLorsqu’il se dresse dans sa forme parfaite, il devient la volonté même de la Terre, \nlrétablissant la balance entre vie et destruction.","Entre eux veille \c[2]Zygarde\c[0], le Dragon de l’Ordre, gardien silencieux de l’équilibre.\nlDispersé sous forme de cellules à travers toute la région de Kalos, il \nlobserve le monde et ne se manifeste qu’en cas de déséquilibre majeur.\nlLorsqu’il se dresse dans sa forme parfaite, il devient la volonté même de la Terre, \nlrétablissant la balance entre vie et destruction.","Entre eux veille \c[2]Zygarde\c[0], le Dragon de l’Ordre, gardien silencieux de l’équilibre.\nlDispersé sous forme de cellules à travers toute la région de Kalos, il \nlobserve le monde et ne se manifeste qu’en cas de déséquilibre majeur.\nlLorsqu’il se dresse dans sa forme parfaite, il devient la volonté même de la Terre, \nlrétablissant la balance entre vie et destruction."
